issue_year|issue_date|fesofi_code|edifil_code|issue_name|stamp_name|stamp_face_value|stamp_size|stamp_color|stamp_perforation|stamp_artist|stamp_print_type|stamp_printer|stamp_amount_printed|number_of_stamps_in_issue|issue_description
2008|2008/05/30|4678|4415|Juegos y deportes tradicionales|Lanzamiento de barra|0,43 |40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|500.000|2|El lanzamiento de barra comenzó a gozar de gran popularidad en el siglo XV como forma espontánea de medir la fuerza y como modo de diversión. Su origen se centra en dos áreas geográficas y etnográficas diferentes: vasco-navarra y castellano-aragonesa. En la primera de ellas el comienzo se debe a los trabajos en las canteras y a los barrenadores que, en los ratos de descanso, lanzaban sus barras de trabajo como forma de esparcimiento y demostración de energía y vigor. En el área castellana y aragonesa el origen se atribuye a las barras utilizadas por los molineros para levantar las pesadas piedras del molino, dando paso a pugnas para mostrar su fuerza. La barra vasca o palanka, registrada como modalidad atlética, tiene un peso de 3,5 Kg. y una longitud de 1,5 m. Cuenta con tres formas de lanzamiento, siendo la más popular la a vuelta o biraka. La barra castellana, fabricada en acero, mide 0,75 m. y tiene un peso mínimo de 5 Kg. La aragonesa, también de acero, mide 0,81 m. y pesa 7,25 Kg. En ambas las técnicas de lanzamiento son similares al tener sus antecedentes en la barra de molino.
2008|2008/05/30|4679|4416|Juegos y deportes tradicionales|Tiro con honda|0,43 |40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|500.000|2|El tiro con honda balear, tir de fona, sitúa sus orígenes en el mundo pastoril, utilizándose para reunir al ganado o para cazar pequeños animales. En la edad antigua fue utilizado como instrumento de guerra y así consta en las guerras púnicas y griegas. Existen dos modalidades de juegos: lanzar una piedra lo más lejos posible, larga distancia, o dar a un blanco, puntería, sirviéndose en ambas de una honda para el lanzamiento. Ésta puede estar hecha con cualquier material de origen animal o vegetal, siendo su longitud máxima de un metro. La modalidad de puntería o precisión es la más practicada y consiste en dar a una diana situada a una distancia de 30, 60 ó 90 pasos, equivaliendo un paso a 0,65 m. Según los tipos del juego, la diana se coloca a una distancia determinada. Consta de un cuadrado de madera de 1,20 m. de lado, sujetado en el suelo por un soporte. El blanco de la diana se sitúa en el centro del cuadro, sobre un círculo de metal de 0,50 m.
2008|2008/06/02|4680|4420|Personajes|Joan Oró i Florensa|0,31 |28,8 x 40,9 mm|negro y rojo|13 3/4|n/a|Calcografía|Fábrica Nacional de Moneda y Timbre|1.000.000|4|Joan Oró (Lleida 1923-Barcelona 2004) se licenció en Ciencias Químicas en la Universidad de Barcelona y más tarde se doctoró en Bioquímica en la Facultad de Medicina de Houston (USA), donde fue catedrático y dirigió el Departamento de Ciencias Bioquímicas y Biofísicas. De reconocido prestigio internacional, descubrió la síntesis de la adenina, una de las moléculas más importantes para la vida, y estudió sobre los compuestos orgánicos que se encuentran en meteoritos, sedimentos terrestres y muestras de la Luna. Trabajó en la NASA en varios proyectos de investigación espacial.
2008|2008/06/02|4681|4417|Personajes|Zenobia Camprubí Aymar|0,31 |28,8 x 40,9 mm|negro y rojo|13 3/4|n/a|Calcografía|Fábrica Nacional de Moneda y Timbre|1.000.000|4|Zenobia Camprubí (Malgrat, Barcelona, 1887-San Juan de Puerto Rico 1956) fue una mujer culta e inteligente que de muy jovencita mostró sus dotes literarias con la publicación de cuentos. Con un perfecto conocimiento del inglés, tradujo a numerosos autores, entre ellos y a través de un texto inglés, vertió al castellano al pensador y poeta indio Rabindranath Tagore. Se casó con el poeta Juan Ramón Jiménez, al que ayudó incondicionalmente en su carrera a cambio de renunciar a sus aspiraciones literarias.
2008|2008/06/02|4682|4418|Personajes|María de la O Lejarreta|0,31 |40,9 x 28,8 mm|negro y rojo|13 3/4|n/a|Calcografía|Fábrica Nacional de Moneda y Timbre|1.000.000|4|María Lejárraga (San Millán de la Cogolla, La Rioja, 1874-Buenos Aires 1974), también conocida por el pseudónimo de María Martínez Sierra, al adoptar los apellidos de su marido, el escritor Gregorio Martínez Sierra, fue una prolífica escritora de más de cien títulos de novelas, teatro, ensayo, poesía y guiones cinematográficos, si bien toda su obra apareció firmada por el marido, quien con los años tuvo que reconocer públicamente la verdadera autoría de su mujer. Maestra de primera enseñanza, en 1933 fue elegida Diputada al Congreso de la República por Granada. Ya en el exilio firmó como propios varios libros y proyectos literarios.
2008|2008/06/02|4683|4419|Personajes|Carmen Martín Gaite|0,31 |40,9 x 28,8 mm|negro y rojo|13 3/4|n/a|Calcografía|Fábrica Nacional de Moneda y Timbre|1.000.000|4|Doctorada en Filosofía y Letras, Carmen Martín Gaite (Salamanca 1925-Madrid 2000) logró su primer éxito literario con la novela El Balneario al obtener el Premio Café Gijón. En 1957 ganó el Premio Nadal con Entre visillos donde, con una prosa ágil y directa, plantea el mundo sin horizontes de una juventud provinciana. Casada con el también novelista Rafael Sánchez Ferlosio, escribió ensayos, poesía, artículos periodísticos y critica literaria. En 1988 obtuvo el Premio Príncipe de Asturias de las Letras y fue la primera mujer en lograr el Premio Nacional de las Letras, en 1994.
2008|2008/06/05|4684|4421|Juegos y deportes tradicionales|H.B. Bolo leonés, bolo palma y cuatreada (bolo asturiano)|3 x 0,43 |Hoja 144 x 86 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|500.000|3|El Bolo Palma, originario de Cantabria y Asturias, se extendió a partir del siglo XVIII por las dos Castillas. El Bolo Leonés es el más representativo de Castilla y León. La bolera mide de 25 a 30 m. de longitud y está dividida en dos partes: castro, donde se colocan los bolos, y campo de juego. El Bolo Asturiano o de cuatreada se practica en la zona geográfica de su nombre. En esta variedad deportiva la bolera tiene una medida de 25 m. de largo
2008|2008/06/05|4685|4421|Juegos y deportes tradicionales|Sello H.B. Bolo leonés|0,43 |40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|500.000|3|El Bolo Leonés es el más representativo de Castilla y León. La bolera mide de 25 a 30 m. de longitud y está dividida en dos partes: castro, donde se colocan los bolos, y campo de juego.
2008|2008/06/05|4686|4421|Juegos y deportes tradicionales|Sello H.B. Bolo asturiano|0,43 |40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|500.000|3|El Bolo Asturiano o de cuatreada se practica en la zona geográfica de su nombre. En esta variedad deportiva la bolera tiene una medida de 25 m. de largo.
2008|2008/06/05|4687|4421|Juegos y deportes tradicionales|Sello H.B. Bolo palma|0,43 |40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|500.000|3|El Bolo Palma, originario de Cantabria y Asturias, se extendió a partir del siglo XVIII por las dos Castillas.
2008|2008/06/13|4688|4422|Expo Zaragoza 2008|H.B. Monumento a Goya. Basílica Ntra. Sra. Del Pilar. Logotipo exposición|2,60 |Hoja 105,6 x 79,2 mm|multicolor|13 3/4|n/a|Calcografía y Offset|Fábrica Nacional de Moneda y Timbre|500.000|1|Se encuentra instalado el monumento que reproduce el sello en la plaza del Pilar de Zaragoza, también denominada plaza de las Catedrales. En ella, sobre un monolito, se alza la figura en bronce del pintor nacido en Fuendetodos, Francisco de Goya y Lucientes. Este monumento, obra del prestigioso escultor catalán Federico Marés, está concebido como conjunto escultórico compuesto de cinco figuras distribuidas en tres grupos: uno y principal, en el que sobre pedestal aparece la figura de Goya con las piernas cruzadas, portando en sus manos una paleta y un pincel, mientras que los otros dos grupos, ubicados sobre una pradera de césped, constan de dos parejas con atuendos dieciochescos que representan a Majas y Chisperos, inspirados en asuntos goyescos. El monumento fue inaugurado en 1960.
2008|2008/06/13|4689|4422|Expo Zaragoza 2008|Sello H.B. Monumento a Goya y Logotipo exposición|2,60 |28,8 x 40,9 mm|multicolor|13 3/4|n/a|Calcografía y Offset|Fábrica Nacional de Moneda y Timbre|500.000|1|Se encuentra instalado el monumento que reproduce el sello en la plaza del Pilar de Zaragoza, también denominada plaza de las Catedrales. En ella, sobre un monolito, se alza la figura en bronce del pintor nacido en Fuendetodos, Francisco de Goya y Lucientes. Este monumento, obra del prestigioso escultor catalán Federico Marés, está concebido como conjunto escultórico compuesto de cinco figuras distribuidas en tres grupos: uno y principal, en el que sobre pedestal aparece la figura de Goya con las piernas cruzadas, portando en sus manos una paleta y un pincel, mientras que los otros dos grupos, ubicados sobre una pradera de césped, constan de dos parejas con atuendos dieciochescos que representan a Majas y Chisperos, inspirados en asuntos goyescos. El monumento fue inaugurado en 1960.
2008|2008/07/01|4690|4378|Flora y fauna|Abejaruco común (Merops apiaster)|0,31 |24,5 x 35 mm|multicolor|13|n/a|Offset|Fábrica Nacional de Moneda y Timbre|n/a|2|El abejaruco común o Merops apiaster es un ave de la familia Meropidae que habita en la mayor parte de la Península Ibérica. Su plumaje es de tonos pardo amarillentos y castaño rojizos en la parte superior, su cuello es amarillo y la parte inferior es básicamente azulada. Su pico alargado y curvo lo hacen fácilmente identificable. Vive en valles próximos a ríos con presencia de arbolado y arbustos. Excava su nido en taludes terrosos de suelos blandos, arenosos y de aluviones junto a los ríos. Es una especie insectívora que generalmente captura las presas en vuelo. Sus puestas constan de 4 a 7 huevos y la reproducción tiene lugar entre finales de abril y se prolonga hasta finales de julio.
2008|2008/07/01|4691|4383|Flora y fauna|Dalia (familia Compuestas)|0,60 |24,5 x 35 mm|multicolor|13|n/a|Offset|Fábrica Nacional de Moneda y Timbre|n/a|2|Originaria de México, donde está considerada como flor nacional, la dalia es una planta de la familia Asteraceae, perteneciente al género Dahlia. Fue descrita por primera vez por el botánico español Francisco Hernández. La planta no llegó a Europa hasta 1780 y sería el naturalista español Antonio José Cavanilles quien cultivara y diera el nombre a una variedad como dalia variabilis en honor del botánico Andreas Dahl. Pertenece la dalia a las plantas herbáceas perennes con raíces tuberosas. Su tamaño puede variar desde los pocos centímetros hasta más de un metro de altura. Sus hojas son opuestas y compuestas.
2008|2008/07/04|4692|4423|Expo Zaragoza 2008|H.B. Vista general exposición|0,31 , 0,78  y 2,60 |Hoja 105,6 x 79,2 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|500.000|3|Se ilustra esta hoja bloque y los tres sellos con una vista aérea de la maqueta del recinto de la Expo. Aparecen en la imagen, en primer término el Pabellón-Puente, con formas orgánicas, estilizadas y trenzadas. Es una de las entradas principales de la Exposición Internacional. A la izquierda del puente y en primer plano se ubica una de las seis plazas temáticas independientes que ofrece como tema monográfico expositivo Inspiraciones acuáticas. Es un edificio que tiene forma de concha y cuenta con un diseño bioclimático que ha sido creado para albergar el espectáculo El hombre vertiente.
2008|2008/07/04|4693|4423|Expo Zaragoza 2008|Sello H.B. Vista parcial Plazas|0,31 |40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|500.000|3|A la izquierda del puente y en primer plano se ubica una de las seis plazas temáticas independientes que ofrece como tema monográfico expositivo Inspiraciones acuáticas. Es un edificio que tiene forma de concha y cuenta con un diseño bioclimático que ha sido creado para albergar el espectáculo El hombre vertiente.
2008|2008/07/04|4694|4423|Expo Zaragoza 2008|Sello H.B. Vista parcial Plazas|0,78 |40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|500.000|3|A la izquierda del puente y en primer plano se ubica una de las seis plazas temáticas independientes que ofrece como tema monográfico expositivo Inspiraciones acuáticas. Es un edificio que tiene forma de concha y cuenta con un diseño bioclimático que ha sido creado para albergar el espectáculo El hombre vertiente.
2008|2008/07/04|4695|4423|Expo Zaragoza 2008|Sello H.B. Vista parcial Pabellón Puente|2,60 |40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|500.000|3|Aparecen en la imagen, en primer término el Pabellón-Puente, con formas orgánicas, estilizadas y trenzadas. Es una de las entradas principales de la Exposición Internacional.
